GENE,Lt_node,Lt_paralog,Lt_event,St_node
0001,'3_0',0,Leaf,'3'
0001,'2_0',0,Leaf,'2'
0001,2,0,Sp,2
0001,'1_0',0,Leaf,'1'
0001,'Lost-4_0',0,Loss,4
0001,5,0,Sp,5
0001,6,0,Sp,6
0001,'Lost-47_0',0,Loss,47
0001,8,0,Sp,48
0002,'Lost-6_0',0,Loss,6
0002,'Lost-9_0',0,Loss,9
0002,'Lost-20_0',0,Loss,20
0002,3,0,Sp,21
0002,'11_0',0,Leaf,'11'
0002,'10_0',0,Leaf,'10'
0002,6,0,Sp,24
0002,'21_0',0,Leaf,'21'
0002,'17_0',0,Leaf,'17'
0002,9,0,Sp,27
0002,10,0,Sp,28
0002,'11_2',2,Leaf,'11'
0002,'10_2',2,Leaf,'10'
0002,13,2,Sp,24
0002,'21_2',2,Leaf,'21'
0002,'17_2',2,Leaf,'17'
0002,16,2,Sp,27
0002,17,2,Sp,28
0002,18,0,Dup,28
0002,'23_0',0,Leaf,'23'
0002,'9_0',0,Leaf,'9'
0002,21,0,Sp,31
0002,22,0,Sp,32
0002,'24_0',0,Leaf,'24'
0002,24,0,Sp,34
0002,'Lost-24_1',1,Loss,24
0002,'21_1',1,Leaf,'21'
0002,'17_1',1,Leaf,'17'
0002,28,1,Sp,27
0002,29,1,Sp,28
0002,'Lost-31_1',1,Loss,31
0002,31,1,Sp,32
0002,'24_1',1,Leaf,'24'
0002,'24_3',3,Leaf,'24'
0002,34,1,Dup,'24'
0002,35,1,Sp,34
0002,36,0,Dup,34
0002,37,0,Sp,35
0002,'Lost-38_0',0,Loss,38
0002,'8_6',6,Leaf,'8'
0002,'18_6',6,Leaf,'18'
0002,41,6,Sp,38
0002,42,0,Dup,38
0002,'8_5',5,Leaf,'8'
0002,'18_5',5,Leaf,'18'
0002,'18_7',7,Leaf,'18'
0002,46,5,Dup,'18'
0002,47,5,Sp,38
0002,48,0,Dup,38
0002,'25_0',0,Leaf,'25'
0002,'6_0',0,Leaf,'6'
0002,'6_8',8,Leaf,'6'
0002,52,0,Dup,'6'
0002,53,0,Sp,41
0002,54,0,Sp,42
0002,'15_0',0,Leaf,'15'
0002,56,0,Sp,44
0002,'12_0',0,Leaf,'12'
0002,'12_9',9,Leaf,'12'
0002,'12_10',10,Leaf,'12'
0002,60,9,Dup,'12'
0002,61,0,Dup,'12'
0002,62,0,Sp,46
0002,'Lost-44_4',4,Loss,44
0002,'Lost-45_4',4,Loss,45
0002,65,4,Sp,46
0002,66,0,Dup,46
0002,67,0,Sp,47
0002,68,0,Sp,48
0003,'3_0',0,Leaf,'3'
0003,'2_0',0,Leaf,'2'
0003,2,0,Sp,2
0003,'1_0',0,Leaf,'1'
0003,'4_0',0,Leaf,'4'
0003,5,0,Sp,5
0003,6,0,Sp,6
0003,'3_1',1,Leaf,'3'
0003,'2_1',1,Leaf,'2'
0003,9,1,Sp,2
0003,'1_1',1,Leaf,'1'
0003,'4_1',1,Leaf,'4'
0003,12,1,Sp,5
0003,13,1,Sp,6
0003,14,0,Dup,6
0003,'Lost-9_0',0,Loss,9
0003,'Lost-10_0',0,Loss,10
0003,'22_0',0,Leaf,'22'
0003,'13_0',0,Leaf,'13'
0003,'13_2',2,Leaf,'13'
0003,20,0,Dup,'13'
0003,21,0,Sp,13
0003,22,0,Sp,14
0003,'19_0',0,Leaf,'19'
0003,'Lost-16_0',0,Loss,16
0003,'Lost-17_0',0,Loss,17
0003,26,0,Sp,18
0003,'20_3',3,Leaf,'20'
0003,'7_3',3,Leaf,'7'
0003,29,3,Sp,18
0003,30,0,Dup,18
0003,31,0,Sp,19
0003,32,0,Sp,20
0003,33,0,Sp,21
0003,'Lost-22_0',0,Loss,22
