GENE,Lt_node,Lt_paralog,Lt_event,St_node
0001,'19_0',0,Leaf,'19'
0001,'3_0',0,Leaf,'3'
0001,2,0,Sp,2
0001,'9_0',0,Leaf,'9'
0001,'12_0',0,Leaf,'12'
0001,5,0,Sp,5
0001,'5_0',0,Leaf,'5'
0001,7,0,Sp,7
0001,'13_0',0,Leaf,'13'
0001,9,0,Sp,9
0001,'18_0',0,Leaf,'18'
0001,11,0,Sp,11
0001,12,0,Sp,12
0001,'2_0',0,Leaf,'2'
0001,'8_0',0,Leaf,'8'
0001,15,0,Sp,15
0001,'10_0',0,Leaf,'10'
0001,'4_0',0,Leaf,'4'
0001,18,0,Sp,18
0001,'17_0',0,Leaf,'17'
0001,20,0,Sp,20
0001,'15_0',0,Leaf,'15'
0001,'14_0',0,Leaf,'14'
0001,23,0,Sp,23
0001,'11_0',0,Leaf,'11'
0001,25,0,Sp,25
0001,26,0,Sp,26
0001,'1_0',0,Leaf,'1'
0001,28,0,Sp,28
0001,'Lost-29_0',0,Loss,29
0001,'7_0',0,Leaf,'7'
0001,'6_0',0,Leaf,'6'
0001,32,0,Sp,32
0001,33,0,Sp,33
0001,34,0,Sp,34
0001,35,0,Sp,35
0001,36,0,Sp,36
0001,'24_0',0,Leaf,'24'
0001,'20_0',0,Leaf,'20'
0001,39,0,Sp,39
0001,'21_0',0,Leaf,'21'
0001,'25_0',0,Leaf,'25'
0001,42,0,Sp,42
0001,43,0,Sp,43
0001,'23_0',0,Leaf,'23'
0001,45,0,Sp,45
0001,'Lost-46_0',0,Loss,46
0001,47,0,Sp,47
0001,48,0,Sp,48
0002,'19_0',0,Leaf,'19'
0002,'3_0',0,Leaf,'3'
0002,2,0,Sp,2
0002,'9_0',0,Leaf,'9'
0002,'12_0',0,Leaf,'12'
0002,5,0,Sp,5
0002,'5_0',0,Leaf,'5'
0002,'5_1',1,Leaf,'5'
0002,8,0,Dup,'5'
0002,9,0,Sp,7
0002,'13_0',0,Leaf,'13'
0002,11,0,Sp,9
0002,'18_0',0,Leaf,'18'
0002,13,0,Sp,11
0002,14,0,Sp,12
0002,'2_0',0,Leaf,'2'
0002,'8_0',0,Leaf,'8'
0002,17,0,Sp,15
0002,'10_0',0,Leaf,'10'
0002,'4_0',0,Leaf,'4'
0002,20,0,Sp,18
0002,'17_0',0,Leaf,'17'
0002,22,0,Sp,20
0002,'15_0',0,Leaf,'15'
0002,'14_0',0,Leaf,'14'
0002,25,0,Sp,23
0002,'11_0',0,Leaf,'11'
0002,'11_2',2,Leaf,'11'
0002,28,0,Dup,'11'
0002,29,0,Sp,25
0002,30,0,Sp,26
0002,'1_0',0,Leaf,'1'
0002,32,0,Sp,28
0002,'16_0',0,Leaf,'16'
0002,'7_0',0,Leaf,'7'
0002,'6_0',0,Leaf,'6'
0002,36,0,Sp,32
0002,37,0,Sp,33
0002,38,0,Sp,34
0002,39,0,Sp,35
0002,40,0,Sp,36
0002,'24_0',0,Leaf,'24'
0002,'20_0',0,Leaf,'20'
0002,43,0,Sp,39
0002,'24_3',3,Leaf,'24'
0002,'20_3',3,Leaf,'20'
0002,46,3,Sp,39
0002,47,0,Dup,39
0002,'21_0',0,Leaf,'21'
0002,'25_0',0,Leaf,'25'
0002,50,0,Sp,42
0002,51,0,Sp,43
0002,'23_0',0,Leaf,'23'
0002,53,0,Sp,45
0002,'22_0',0,Leaf,'22'
0002,55,0,Sp,47
0002,56,0,Sp,48
0003,'19_0',0,Leaf,'19'
0003,'3_0',0,Leaf,'3'
0003,2,0,Sp,2
0003,'9_0',0,Leaf,'9'
0003,'12_0',0,Leaf,'12'
0003,5,0,Sp,5
0003,'5_0',0,Leaf,'5'
0003,7,0,Sp,7
0003,'13_0',0,Leaf,'13'
0003,9,0,Sp,9
0003,'18_0',0,Leaf,'18'
0003,11,0,Sp,11
0003,12,0,Sp,12
0003,'2_0',0,Leaf,'2'
0003,'8_0',0,Leaf,'8'
0003,15,0,Sp,15
0003,'10_0',0,Leaf,'10'
0003,'4_0',0,Leaf,'4'
0003,18,0,Sp,18
0003,'17_0',0,Leaf,'17'
0003,20,0,Sp,20
0003,'15_0',0,Leaf,'15'
0003,'14_0',0,Leaf,'14'
0003,23,0,Sp,23
0003,'11_0',0,Leaf,'11'
0003,25,0,Sp,25
0003,26,0,Sp,26
0003,'1_0',0,Leaf,'1'
0003,28,0,Sp,28
0003,'16_0',0,Leaf,'16'
0003,'7_0',0,Leaf,'7'
0003,'6_0',0,Leaf,'6'
0003,32,0,Sp,32
0003,33,0,Sp,33
0003,34,0,Sp,34
0003,35,0,Sp,35
0003,'2_1',1,Leaf,'2'
0003,'8_1',1,Leaf,'8'
0003,'8_2',2,Leaf,'8'
0003,39,1,Dup,'8'
0003,40,1,Sp,15
0003,'10_1',1,Leaf,'10'
0003,'4_1',1,Leaf,'4'
0003,43,1,Sp,18
0003,'17_1',1,Leaf,'17'
0003,45,1,Sp,20
0003,'15_1',1,Leaf,'15'
0003,'14_1',1,Leaf,'14'
0003,48,1,Sp,23
0003,'Lost-24_1',1,Loss,24
0003,50,1,Sp,25
0003,51,1,Sp,26
0003,'1_1',1,Leaf,'1'
0003,53,1,Sp,28
0003,'16_1',1,Leaf,'16'
0003,'7_1',1,Leaf,'7'
0003,'6_1',1,Leaf,'6'
0003,57,1,Sp,32
0003,58,1,Sp,33
0003,59,1,Sp,34
0003,60,1,Sp,35
0003,61,0,Dup,35
0003,62,0,Sp,36
0003,'24_0',0,Leaf,'24'
0003,'20_0',0,Leaf,'20'
0003,65,0,Sp,39
0003,'21_0',0,Leaf,'21'
0003,'25_0',0,Leaf,'25'
0003,68,0,Sp,42
0003,69,0,Sp,43
0003,'23_0',0,Leaf,'23'
0003,71,0,Sp,45
0003,'22_0',0,Leaf,'22'
0003,73,0,Sp,47
0003,74,0,Sp,48
0004,'19_0',0,Leaf,'19'
0004,'3_0',0,Leaf,'3'
0004,2,0,Sp,2
0004,'9_0',0,Leaf,'9'
0004,'12_0',0,Leaf,'12'
0004,5,0,Sp,5
0004,'5_0',0,Leaf,'5'
0004,7,0,Sp,7
0004,'13_0',0,Leaf,'13'
0004,9,0,Sp,9
0004,'18_0',0,Leaf,'18'
0004,11,0,Sp,11
0004,'9_1',1,Leaf,'9'
0004,'12_1',1,Leaf,'12'
0004,14,1,Sp,5
0004,'5_1',1,Leaf,'5'
0004,16,1,Sp,7
0004,'13_1',1,Leaf,'13'
0004,18,1,Sp,9
0004,'18_1',1,Leaf,'18'
0004,20,1,Sp,11
0004,21,0,Dup,11
0004,22,0,Sp,12
0004,'2_0',0,Leaf,'2'
0004,'8_0',0,Leaf,'8'
0004,25,0,Sp,15
0004,'10_0',0,Leaf,'10'
0004,'4_0',0,Leaf,'4'
0004,28,0,Sp,18
0004,'17_0',0,Leaf,'17'
0004,30,0,Sp,20
0004,'15_0',0,Leaf,'15'
0004,'14_0',0,Leaf,'14'
0004,33,0,Sp,23
0004,'11_0',0,Leaf,'11'
0004,35,0,Sp,25
0004,36,0,Sp,26
0004,'1_0',0,Leaf,'1'
0004,38,0,Sp,28
0004,'16_0',0,Leaf,'16'
0004,'7_0',0,Leaf,'7'
0004,'6_0',0,Leaf,'6'
0004,42,0,Sp,32
0004,43,0,Sp,33
0004,44,0,Sp,34
0004,45,0,Sp,35
0004,46,0,Sp,36
0004,'24_0',0,Leaf,'24'
0004,'20_0',0,Leaf,'20'
0004,49,0,Sp,39
0004,'21_0',0,Leaf,'21'
0004,'25_0',0,Leaf,'25'
0004,52,0,Sp,42
0004,53,0,Sp,43
0004,'23_0',0,Leaf,'23'
0004,55,0,Sp,45
0004,'22_0',0,Leaf,'22'
0004,57,0,Sp,47
0004,58,0,Sp,48
0005,'19_0',0,Leaf,'19'
0005,'3_0',0,Leaf,'3'
0005,2,0,Sp,2
0005,'9_0',0,Leaf,'9'
0005,'12_0',0,Leaf,'12'
0005,5,0,Sp,5
0005,'5_0',0,Leaf,'5'
0005,7,0,Sp,7
0005,'13_0',0,Leaf,'13'
0005,9,0,Sp,9
0005,'18_0',0,Leaf,'18'
0005,11,0,Sp,11
0005,'Lost-5_1',1,Loss,5
0005,'5_1',1,Leaf,'5'
0005,14,1,Sp,7
0005,'13_1',1,Leaf,'13'
0005,16,1,Sp,9
0005,'18_1',1,Leaf,'18'
0005,18,1,Sp,11
0005,19,0,Dup,11
0005,20,0,Sp,12
0005,'2_0',0,Leaf,'2'
0005,'8_0',0,Leaf,'8'
0005,23,0,Sp,15
0005,'10_0',0,Leaf,'10'
0005,'4_0',0,Leaf,'4'
0005,26,0,Sp,18
0005,'17_0',0,Leaf,'17'
0005,28,0,Sp,20
0005,'15_0',0,Leaf,'15'
0005,'14_0',0,Leaf,'14'
0005,31,0,Sp,23
0005,'11_0',0,Leaf,'11'
0005,33,0,Sp,25
0005,34,0,Sp,26
0005,'1_0',0,Leaf,'1'
0005,'1_2',2,Leaf,'1'
0005,37,0,Dup,'1'
0005,38,0,Sp,28
