GENE,Gt_node,Lt_node,Lt_paralog
0001,'5_1_0','5_1',1
0001,'8_1_0','8_1',1
0001,2,7,1
0001,'17_1_0','17_1',1
0001,4,9,1
0001,'17_0_0','17_0',0
0001,'5_0_0','5_0',0
0001,'8_0_0','8_0',0
0001,8,2,0
0001,9,4,0
0001,10,10,0
0001,'4_0_0','4_0',0
0001,'11_0_0','11_0',0
0001,13,16,0
0001,'6_0_0','6_0',0
0001,'14_0_0','14_0',0
0001,16,13,0
0001,17,17,0
0001,18,18,0
0001,'19_0_0','19_0',0
0001,'22_0_0','22_0',0
0001,'13_0_0','13_0',0
0001,22,30,0
0001,'1_0_0','1_0',0
0001,24,32,0
0001,'23_0_0','23_0',0
0001,'18_0_0','18_0',0
0001,'20_0_0','20_0',0
0001,28,25,0
0001,29,27,0
0001,30,33,0
0001,'15_0_0','15_0',0
0001,'9_0_0','9_0',0
0001,33,39,0
0001,'24_0_0','24_0',0
0001,'10_0_0','10_0',0
0001,36,36,0
0001,37,40,0
0001,'12_0_0','12_0',0
0001,'3_0_0','3_0',0
0001,'2_0_0','2_0',0
0001,41,45,0
0001,42,46,0
0001,'16_0_0','16_0',0
0001,44,47,0
0001,45,48,0
0001,46,49,0
0001,47,50,0
0001,'7_0_0','7_0',0
0001,49,52,0
0001,'21_2_0','21_2',2
0001,'21_0_0','21_0',0
0001,52,21,0
0001,53,53,0
0001,54,54,0
0001,'25_0_0','25_0',0
0001,56,56,0
0002,'25_0_0','25_0',0
0002,'3_0_0','3_0',0
0002,'2_0_0','2_0',0
0002,3,25,0
0002,'12_0_0','12_0',0
0002,5,26,0
0002,'16_0_0','16_0',0
0002,7,27,0
0002,'24_0_0','24_0',0
0002,'10_0_0','10_0',0
0002,10,16,0
0002,'15_0_0','15_0',0
0002,'9_0_0','9_0',0
0002,13,19,0
0002,14,20,0
0002,15,28,0
0002,'7_0_0','7_0',0
0002,17,32,0
0002,'21_0_0','21_0',0
0002,19,33,0
0002,'4_0_0','4_0',0
0002,'11_0_0','11_0',0
0002,22,8,0
0002,'6_0_0','6_0',0
0002,'6_1_0','6_1',1
0002,25,3,0
0002,'14_0_0','14_0',0
0002,27,5,0
0002,28,9,0
0002,29,34,0
0002,30,36,0
0003,'8_0_0','8_0',0
0003,'5_0_0','5_0',0
0003,2,2,0
0003,'17_0_0','17_0',0
0003,4,4,0
0003,'14_0_0','14_0',0
0003,'11_0_0','11_0',0
0003,7,11,0
0003,8,12,0
0003,'7_0_0','7_0',0
0003,'19_2_0','19_2',2
0003,'19_0_0','19_0',0
0003,12,18,0
0003,'22_0_0','22_0',0
0003,'13_0_0','13_0',0
0003,15,22,0
0003,'1_0_0','1_0',0
0003,17,24,0
0003,'16_0_0','16_0',0
0003,'12_0_0','12_0',0
0003,'2_0_0','2_0',0
0003,'3_0_0','3_0',0
0003,22,37,0
0003,23,38,0
0003,24,39,0
0003,'10_0_0','10_0',0
0003,'24_0_0','24_0',0
0003,27,28,0
0003,'9_0_0','9_0',0
0003,'15_0_0','15_0',0
0003,30,31,0
0003,31,32,0
0003,32,40,0
0003,33,41,0
0003,34,42,0
0003,35,44,0
0003,'21_1_0','21_1',1
0003,37,45,0
0003,38,46,0
0004,'11_0_0','11_0',0
0004,'4_0_0','4_0',0
0004,2,10,0
0004,'6_0_0','6_0',0
0004,'14_0_0','14_0',0
0004,5,7,0
0004,6,11,0
0004,'17_0_0','17_0',0
0004,'5_0_0','5_0',0
0004,'8_0_0','8_0',0
0004,10,2,0
0004,11,4,0
0004,12,12,0
0004,'21_0_0','21_0',0
0004,'7_0_0','7_0',0
0004,'16_0_0','16_0',0
0004,'2_0_0','2_0',0
0004,'3_0_0','3_0',0
0004,18,37,0
0004,'12_0_0','12_0',0
0004,20,38,0
0004,21,39,0
0004,'24_0_0','24_0',0
0004,'10_0_0','10_0',0
0004,24,28,0
0004,'9_0_0','9_0',0
0004,'15_0_0','15_0',0
0004,27,31,0
0004,28,32,0
0004,29,40,0
0004,'18_0_0','18_0',0
0004,'20_0_0','20_0',0
0004,32,17,0
0004,'23_0_0','23_0',0
0004,34,19,0
0004,'22_0_0','22_0',0
0004,'13_0_0','13_0',0
0004,37,22,0
0004,'1_0_0','1_0',0
0004,39,24,0
0004,40,25,0
0004,41,41,0
0004,'19_0_0','19_0',0
0004,43,42,0
0004,44,44,0
0004,45,45,0
0004,46,46,0
0004,'25_0_0','25_0',0
0004,48,48,0
0005,'25_3_0','25_3',3
0005,'25_2_0','25_2',2
0005,2,52,2
0005,'25_0_0','25_0',0
0005,4,53,0
0005,'17_1_0','17_1',1
0005,'17_0_0','17_0',0
0005,7,5,0
0005,'8_0_0','8_0',0
0005,'5_0_0','5_0',0
0005,10,2,0
0005,11,6,0
0005,'4_0_0','4_0',0
0005,'11_0_0','11_0',0
0005,14,12,0
0005,'6_0_0','6_0',0
0005,'14_0_0','14_0',0
0005,17,9,0
0005,18,13,0
0005,19,14,0
0005,'21_0_0','21_0',0
0005,'7_0_0','7_0',0
0005,'16_0_0','16_0',0
0005,'2_0_0','2_0',0
0005,'3_0_0','3_0',0
0005,25,39,0
0005,'12_0_0','12_0',0
0005,27,40,0
0005,28,41,0
0005,'15_0_0','15_0',0
0005,'9_0_0','9_0',0
0005,31,33,0
0005,'24_0_0','24_0',0
0005,'10_0_0','10_0',0
0005,34,30,0
0005,35,34,0
0005,36,42,0
0005,'23_0_0','23_0',0
0005,'20_0_0','20_0',0
0005,'18_0_0','18_0',0
0005,40,19,0
0005,41,21,0
0005,'13_0_0','13_0',0
0005,'22_0_0','22_0',0
0005,44,24,0
0005,'1_0_0','1_0',0
0005,46,26,0
0005,47,27,0
0005,48,43,0
0005,'19_0_0','19_0',0
0005,50,44,0
0005,51,46,0
0005,52,47,0
0005,53,48,0
0005,54,54,0
0006,'25_3_0','25_3',3
0006,'25_0_0','25_0',0
0006,2,45,0
0006,'21_0_0','21_0',0
0006,'18_0_0','18_0',0
0006,'20_0_0','20_0',0
0006,6,5,0
0006,'23_0_0','23_0',0
0006,8,7,0
0006,'22_0_0','22_0',0
0006,'13_0_0','13_0',0
0006,11,10,0
0006,'1_0_0','1_0',0
0006,13,12,0
0006,14,13,0
0006,'9_0_0','9_0',0
0006,'15_0_0','15_0',0
0006,17,19,0
0006,'10_0_0','10_0',0
0006,'24_0_0','24_0',0
0006,20,16,0
0006,21,20,0
0006,'16_0_0','16_0',0
0006,'2_0_0','2_0',0
0006,'3_0_0','3_0',0
0006,25,25,0
0006,'12_0_0','12_0',0
0006,27,26,0
0006,28,27,0
0006,'12_1_0','12_1',1
0006,'3_1_0','3_1',1
0006,'2_1_0','2_1',1
0006,32,32,1
0006,33,33,1
0006,'16_1_0','16_1',1
0006,35,34,1
0006,36,35,0
0006,37,36,0
0006,38,37,0
0006,'19_0_0','19_0',0
0006,40,38,0
0006,'7_0_0','7_0',0
0006,42,40,0
0006,43,41,0
0006,44,48,0
0007,'25_0_0','25_0',0
0007,'25_2_0','25_2',2
0007,2,51,0
0007,'4_0_0','4_0',0
0007,'11_0_0','11_0',0
