GENE,Lt_node,Lt_paralog,Lt_event,St_node
0001,'Lost-8_0',0,Loss,8
0001,'11_0',0,Leaf,'11'
0001,'20_0',0,Leaf,'20'
0001,3,0,Sp,11
0001,'14_0',0,Leaf,'14'
0001,5,0,Sp,13
0001,'23_0',0,Leaf,'23'
0001,7,0,Sp,15
0001,'7_0',0,Leaf,'7'
0001,'18_0',0,Leaf,'18'
0001,10,0,Sp,18
0001,11,0,Sp,19
0001,'16_0',0,Leaf,'16'
0001,'9_0',0,Leaf,'9'
0001,'6_0',0,Leaf,'6'
0001,15,0,Sp,23
0001,16,0,Sp,24
0001,17,0,Sp,25
0001,'11_1',1,Leaf,'11'
0001,'20_1',1,Leaf,'20'
0001,20,1,Sp,11
0001,'14_1',1,Leaf,'14'
0001,22,1,Sp,13
0001,'Lost-14_1',1,Loss,14
0001,24,1,Sp,15
0001,'Lost-16_1',1,Loss,16
0001,'18_1',1,Leaf,'18'
0001,27,1,Sp,18
0001,28,1,Sp,19
0001,'16_1',1,Leaf,'16'
0001,'16_2',2,Leaf,'16'
0001,31,1,Dup,'16'
0001,'9_1',1,Leaf,'9'
0001,'6_1',1,Leaf,'6'
0001,34,1,Sp,23
0001,35,1,Sp,24
0001,36,1,Sp,25
0001,37,0,Dup,25
0001,'21_0',0,Leaf,'21'
0001,'21_3',3,Leaf,'21'
0001,40,0,Dup,'21'
0001,'Lost-27_0',0,Loss,27
0001,42,0,Sp,28
0001,'25_0',0,Leaf,'25'
0001,'12_0',0,Leaf,'12'
0001,'15_0',0,Leaf,'15'
0001,46,0,Sp,32
0001,'8_0',0,Leaf,'8'
0001,48,0,Sp,34
0001,'13_0',0,Leaf,'13'
0001,50,0,Sp,36
0001,51,0,Sp,37
0001,'24_0',0,Leaf,'24'
0001,53,0,Sp,39
0001,54,0,Sp,40
0001,'22_0',0,Leaf,'22'
0001,'19_0',0,Leaf,'19'
0001,57,0,Sp,43
0001,'10_0',0,Leaf,'10'
0001,59,0,Sp,45
0001,60,0,Sp,46
0001,61,0,Sp,47
0001,62,0,Sp,48
0002,'1_0',0,Leaf,'1'
0002,'1_1',1,Leaf,'1'
0002,2,0,Dup,'1'
0002,'Lost-3_0',0,Loss,3
0002,'2_0',0,Leaf,'2'
0002,'5_0',0,Leaf,'5'
0002,'5_2',2,Leaf,'5'
0002,7,0,Dup,'5'
0002,8,0,Sp,6
0002,9,0,Sp,7
0002,10,0,Sp,8
0002,'11_0',0,Leaf,'11'
0002,'20_0',0,Leaf,'20'
0002,13,0,Sp,11
0002,'14_0',0,Leaf,'14'
0002,15,0,Sp,13
0002,'23_0',0,Leaf,'23'
0002,17,0,Sp,15
0002,'Lost-16_0',0,Loss,16
0002,'18_0',0,Leaf,'18'
0002,20,0,Sp,18
0002,21,0,Sp,19
0002,'16_0',0,Leaf,'16'
0002,'9_0',0,Leaf,'9'
0002,'6_0',0,Leaf,'6'
0002,25,0,Sp,23
0002,26,0,Sp,24
0002,27,0,Sp,25
0002,'Lost-46_0',0,Loss,46
0002,29,0,Sp,47
0002,30,0,Sp,48
0003,'Lost-0_0',0,Loss,0
0003,'Lost-7_0',0,Loss,7
0003,2,0,Sp,8
0003,'11_0',0,Leaf,'11'
0003,'20_0',0,Leaf,'20'
0003,5,0,Sp,11
0003,'14_0',0,Leaf,'14'
0003,7,0,Sp,13
0003,'23_0',0,Leaf,'23'
0003,9,0,Sp,15
0003,'7_0',0,Leaf,'7'
0003,'18_0',0,Leaf,'18'
0003,12,0,Sp,18
0003,13,0,Sp,19
0003,'16_0',0,Leaf,'16'
0003,'9_0',0,Leaf,'9'
0003,'6_0',0,Leaf,'6'
0003,17,0,Sp,23
0003,18,0,Sp,24
0003,19,0,Sp,25
0003,'Lost-46_0',0,Loss,46
0003,21,0,Sp,47
0003,22,0,Sp,48
0004,'1_0',0,Leaf,'1'
0004,'3_0',0,Leaf,'3'
0004,'4_0',0,Leaf,'4'
0004,3,0,Sp,3
0004,'2_0',0,Leaf,'2'
0004,'5_0',0,Leaf,'5'
0004,6,0,Sp,6
0004,7,0,Sp,7
0004,8,0,Sp,8
0004,'11_0',0,Leaf,'11'
0004,'20_0',0,Leaf,'20'
0004,11,0,Sp,11
0004,'14_0',0,Leaf,'14'
0004,13,0,Sp,13
0004,'23_0',0,Leaf,'23'
0004,15,0,Sp,15
0004,'Lost-16_0',0,Loss,16
