GENE,Gt_node,Lt_node,Lt_paralog
0001,'1_0_0','1_0',0
0001,'4_0_0','4_0',0
0001,2,5,0
0001,'3_0_0','3_0',0
0001,'6_0_0','6_0',0
0001,5,8,0
0001,6,9,0
0001,'7_0_0','7_0',0
0001,8,10,0
0001,'13_0_0','13_0',0
0001,'14_0_0','14_0',0
0001,11,39,0
0001,'24_0_0','24_0',0
0001,'10_0_0','10_0',0
0001,14,26,0
0001,'22_0_0','22_0',0
0001,'18_0_0','18_0',0
0001,17,23,0
0001,18,27,0
0001,'20_0_0','20_0',0
0001,'19_0_0','19_0',0
0001,21,30,0
0001,'11_0_0','11_0',0
0001,23,32,0
0001,24,33,0
0001,'17_0_0','17_0',0
0001,'15_0_0','15_0',0
0001,'12_0_0','12_0',0
0001,28,19,0
0001,29,20,0
0001,30,36,0
0001,31,40,0
0001,'25_0_0','25_0',0
0001,'23_0_0','23_0',0
0001,34,13,0
0001,35,41,0
0001,36,42,0
0002,'3_0_0','3_0',0
0002,'1_0_0','1_0',0
0002,'4_0_0','4_0',0
0002,3,9,0
0002,4,13,0
0002,'8_0_0','8_0',0
0002,'5_0_0','5_0',0
0002,7,2,0
0002,'2_0_0','2_0',0
0002,9,4,0
0002,10,14,0
0002,'17_0_0','17_0',0
0002,'15_0_0','15_0',0
0002,'12_0_0','12_0',0
0002,14,19,0
0002,15,20,0
0002,'9_0_0','9_0',0
0002,'21_0_0','21_0',0
0002,18,24,0
0002,19,26,0
0002,'13_0_0','13_0',0
0002,'14_0_0','14_0',0
0002,22,29,0
0002,23,30,0
0002,24,32,0
0003,'7_1_0','7_1',1
0003,'1_0_0','1_0',0
0003,'6_0_0','6_0',0
0003,'3_0_0','3_0',0
0003,4,12,0
0003,5,13,0
0003,'7_0_0','7_0',0
0003,'5_0_0','5_0',0
0003,'8_0_0','8_0',0
0003,9,2,0
0003,'2_0_0','2_0',0
0003,11,4,0
0003,12,6,0
0003,13,14,0
0003,14,20,0
0004,'25_0_0','25_0',0
0004,'23_0_0','23_0',0
0004,2,3,0
0004,'16_0_0','16_0',0
0004,4,5,0
0004,'21_1_0','21_1',1
0004,'9_1_0','9_1',1
0004,7,29,1
0004,'10_0_0','10_0',0
0004,'24_0_0','24_0',0
0004,10,16,0
0004,'22_0_0','22_0',0
