GENE,Gt_node,Lt_node,Lt_paralog
0001,'14_0_0','14_0',0
0001,'18_0_0','18_0',0
0001,'15_0_0','15_0',0
0001,'22_0_0','22_0',0
0001,4,34,0
0001,5,36,0
0001,'24_0_0','24_0',0
0001,7,37,0
0001,'21_0_0','21_0',0
0001,'23_0_0','23_0',0
0001,10,41,0
0001,'19_0_0','19_0',0
0001,12,42,0
0001,13,43,0
0001,'16_0_0','16_0',0
0001,15,45,0
0001,16,46,0
0001,'17_0_0','17_0',0
0001,'25_0_0','25_0',0
0001,'20_0_0','20_0',0
0001,20,28,0
0001,21,29,0
0001,22,47,0
0001,'7_0_0','7_0',0
0001,'3_0_0','3_0',0
0001,'13_0_0','13_0',0
0001,26,20,0
0001,'8_0_0','8_0',0
0001,'5_0_0','5_0',0
0001,29,17,0
0001,30,21,0
0001,'2_0_0','2_0',0
0001,'1_0_0','1_0',0
0001,'10_0_0','10_0',0
0001,34,12,0
0001,'9_0_0','9_0',0
0001,36,13,0
0001,37,14,0
0001,38,22,0
0001,39,23,0
0001,'6_0_0','6_0',0
0001,'11_0_0','11_0',0
0001,'4_0_0','4_0',0
0001,43,2,0
0001,44,4,0
0001,'12_0_0','12_0',0
0001,46,6,0
0001,47,24,0
0001,48,48,0
0002,'4_0_0','4_0',0
0002,'11_0_0','11_0',0
0002,2,2,0
0002,'6_0_0','6_0',0
0002,4,4,0
0002,'12_0_0','12_0',0
0002,6,6,0
0002,'3_0_0','3_0',0
0002,'13_0_0','13_0',0
0002,9,20,0
0002,'8_0_0','8_0',0
0002,'5_0_0','5_0',0
0002,12,17,0
0002,13,21,0
0002,'1_0_0','1_0',0
0002,'10_0_0','10_0',0
0002,16,12,0
0002,'9_0_0','9_0',0
0002,18,13,0
0002,'2_0_0','2_0',0
0002,20,14,0
0002,21,22,0
0002,'7_0_0','7_0',0
0002,23,23,0
0002,24,24,0
0002,'14_0_0','14_0',0
0002,'21_0_0','21_0',0
0002,'23_0_0','23_0',0
0002,28,41,0
0002,'19_0_0','19_0',0
0002,30,42,0
0002,'18_0_0','18_0',0
0002,'15_0_0','15_0',0
0002,'22_0_0','22_0',0
0002,34,34,0
0002,35,36,0
0002,'24_0_0','24_0',0
0002,37,37,0
0002,38,43,0
0002,'16_0_0','16_0',0
0002,40,45,0
0002,41,46,0
0002,'17_0_0','17_0',0
0002,'25_0_0','25_0',0
0002,'20_0_0','20_0',0
0002,45,28,0
0002,46,29,0
0002,47,47,0
0002,48,48,0
0003,'25_0_0','25_0',0
0003,'20_0_0','20_0',0
0003,2,28,0
0003,'17_0_0','17_0',0
0003,4,29,0
0003,'19_0_0','19_0',0
0003,'21_0_0','21_0',0
0003,'23_0_0','23_0',0
0003,8,41,0
0003,9,42,0
0003,'24_0_0','24_0',0
0003,'22_0_0','22_0',0
0003,'15_0_0','15_0',0
0003,13,34,0
0003,'18_0_0','18_0',0
0003,15,36,0
0003,16,37,0
0003,17,43,0
0003,'16_0_0','16_0',0
0003,19,45,0
0003,'14_0_0','14_0',0
0003,21,46,0
0003,22,47,0
0003,'12_0_0','12_0',0
0003,'4_0_0','4_0',0
0003,'11_0_0','11_0',0
0003,26,2,0
0003,'6_0_0','6_0',0
0003,28,4,0
0003,29,6,0
0003,'7_0_0','7_0',0
0003,'5_0_0','5_0',0
0003,'8_0_0','8_0',0
0003,33,17,0
0003,'3_0_0','3_0',0
0003,'13_0_0','13_0',0
0003,36,20,0
0003,37,21,0
0003,'9_0_0','9_0',0
0003,'10_0_0','10_0',0
0003,'1_0_0','1_0',0
0003,41,12,0
0003,42,13,0
0003,'2_0_0','2_0',0
0003,44,14,0
0003,45,22,0
0003,46,23,0
0003,47,24,0
0003,48,48,0
0004,'5_0_0','5_0',0
0004,'8_0_0','8_0',0
0004,2,17,0
0004,'3_0_0','3_0',0
0004,'13_0_0','13_0',0
0004,5,20,0
0004,6,21,0
0004,'9_0_0','9_0',0
0004,'1_0_0','1_0',0
0004,'10_0_0','10_0',0
0004,10,12,0
0004,11,13,0
0004,'2_0_0','2_0',0
0004,13,14,0
0004,14,22,0
0004,'7_0_0','7_0',0
0004,16,23,0
0004,'11_0_0','11_0',0
0004,'4_0_0','4_0',0
0004,19,2,0
0004,'6_0_0','6_0',0
0004,21,4,0
0004,'12_0_0','12_0',0
0004,23,6,0
0004,24,24,0
0004,'14_0_0','14_0',0
0004,'21_0_0','21_0',0
0004,'23_0_0','23_0',0
0004,28,41,0
0004,'19_0_0','19_0',0
0004,30,42,0
0004,'18_0_0','18_0',0
0004,'15_0_0','15_0',0
0004,'22_0_0','22_0',0
0004,34,34,0
0004,35,36,0
0004,'24_0_0','24_0',0
0004,37,37,0
0004,38,43,0
0004,'16_0_0','16_0',0
0004,40,45,0
0004,41,46,0
0004,'17_0_0','17_0',0
0004,'25_0_0','25_0',0
0004,'20_0_0','20_0',0
0004,45,28,0
0004,46,29,0
0004,47,47,0
0004,48,48,0
0005,'6_0_0','6_0',0
0005,'11_0_0','11_0',0
0005,'4_0_0','4_0',0
0005,3,2,0
0005,4,4,0
0005,'12_0_0','12_0',0
0005,6,6,0
0005,'3_0_0','3_0',0
0005,'13_0_0','13_0',0
0005,9,20,0
0005,'8_0_0','8_0',0
0005,'5_0_0','5_0',0
0005,12,17,0
0005,13,21,0
0005,'10_0_0','10_0',0
0005,'1_0_0','1_0',0
0005,16,12,0
0005,'9_0_0','9_0',0
0005,18,13,0
0005,'2_0_0','2_0',0
0005,20,14,0
0005,21,22,0
0005,'7_0_0','7_0',0
0005,23,23,0
0005,24,24,0
0005,'20_0_0','20_0',0
0005,'25_0_0','25_0',0
0005,27,28,0
0005,'17_0_0','17_0',0
0005,29,29,0
0005,'14_0_0','14_0',0
0005,'24_0_0','24_0',0
0005,'18_0_0','18_0',0
0005,'22_0_0','22_0',0
0005,'15_0_0','15_0',0
0005,35,34,0
0005,36,36,0
0005,37,37,0
0005,'23_0_0','23_0',0
0005,'21_0_0','21_0',0
0005,40,41,0
0005,'19_0_0','19_0',0
0005,42,42,0
0005,43,43,0
0005,'16_0_0','16_0',0
0005,45,45,0
0005,46,46,0
0005,47,47,0
0005,48,48,0
0006,'17_0_0','17_0',0
0006,'20_0_0','20_0',0
0006,'25_0_0','25_0',0
0006,3,28,0
0006,4,29,0
0006,'14_0_0','14_0',0
0006,'24_0_0','24_0',0
0006,'22_0_0','22_0',0
0006,'15_0_0','15_0',0
0006,9,34,0
0006,'18_0_0','18_0',0
0006,11,36,0
0006,12,37,0
0006,'19_0_0','19_0',0
0006,'21_0_0','21_0',0
0006,'23_0_0','23_0',0
0006,16,41,0
0006,17,42,0
0006,18,43,0
0006,'16_0_0','16_0',0
0006,20,45,0
0006,21,46,0
0006,22,47,0
0006,'7_0_0','7_0',0
0006,'9_0_0','9_0',0
0006,'1_0_0','1_0',0
0006,'10_0_0','10_0',0
0006,27,12,0
0006,28,13,0
0006,'2_0_0','2_0',0
0006,30,14,0
0006,'13_0_0','13_0',0
0006,'3_0_0','3_0',0
0006,33,20,0
0006,'8_0_0','8_0',0
0006,'5_0_0','5_0',0
0006,36,17,0
0006,37,21,0
0006,38,22,0
0006,39,23,0
0006,'4_0_0','4_0',0
0006,'11_0_0','11_0',0
0006,42,2,0
0006,'6_0_0','6_0',0
0006,44,4,0
0006,'12_0_0','12_0',0
0006,46,6,0
0006,47,24,0
0006,48,48,0
0007,'14_0_0','14_0',0
0007,'23_0_0','23_0',0
0007,'21_0_0','21_0',0
0007,3,41,0
0007,'19_0_0','19_0',0
0007,5,42,0
