GENE,Gt_node,Lt_node,Lt_paralog
0001,'21_0_0','21_0',0
0001,'24_0_0','24_0',0
0001,2,33,0
0001,'14_0_0','14_0',0
0001,4,34,0
0001,'10_0_0','10_0',0
0001,'19_0_0','19_0',0
0001,7,29,0
0001,8,35,0
0001,'11_0_0','11_0',0
0001,'17_0_0','17_0',0
0001,'7_0_0','7_0',0
0001,12,24,0
0001,13,25,0
0001,'13_0_0','13_0',0
0001,'18_0_0','18_0',0
0001,'16_0_0','16_0',0
0001,17,17,0
0001,'20_0_0','20_0',0
0001,'12_0_0','12_0',0
0001,20,14,0
0001,21,18,0
0001,22,20,0
0001,23,26,0
0001,24,36,0
0001,'23_0_0','23_0',0
0001,'8_0_0','8_0',0
0001,'6_0_0','6_0',0
0001,'25_0_0','25_0',0
0001,29,41,0
0001,'15_0_0','15_0',0
0001,31,43,0
0001,32,44,0
0001,33,45,0
0001,34,46,0
0001,'9_0_0','9_0',0
0001,'22_0_0','22_0',0
0001,37,11,0
0001,38,47,0
0001,'2_0_0','2_0',0
0001,'1_0_0','1_0',0
0001,41,2,0
0001,'4_0_0','4_0',0
0001,43,4,0
0001,'5_0_0','5_0',0
0001,'3_0_0','3_0',0
0001,46,7,0
0001,47,8,0
0001,48,48,0
0002,'3_0_0','3_0',0
0002,'5_0_0','5_0',0
0002,2,7,0
0002,'2_0_0','2_0',0
0002,'1_0_0','1_0',0
0002,5,2,0
0002,'4_0_0','4_0',0
0002,7,4,0
0002,8,8,0
0002,'14_0_0','14_0',0
0002,'21_0_0','21_0',0
0002,'24_0_0','24_0',0
0002,12,33,0
0002,13,34,0
0002,'10_0_0','10_0',0
0002,'19_0_0','19_0',0
0002,16,29,0
0002,17,35,0
0002,'12_0_0','12_0',0
0002,'20_0_0','20_0',0
0002,20,14,0
0002,'16_0_0','16_0',0
0002,'18_0_0','18_0',0
0002,23,17,0
0002,24,18,0
0002,'13_0_0','13_0',0
0002,26,20,0
0002,'17_0_0','17_0',0
0002,'7_0_0','7_0',0
0002,29,24,0
0002,'11_0_0','11_0',0
0002,31,25,0
0002,32,26,0
0002,33,36,0
0002,'25_0_0','25_0',0
0002,'6_0_0','6_0',0
0002,36,41,0
0002,'15_0_0','15_0',0
0002,38,43,0
0002,'8_0_0','8_0',0
0002,40,44,0
0002,'23_0_0','23_0',0
0002,42,45,0
0002,43,46,0
0002,'9_0_0','9_0',0
0002,'22_0_0','22_0',0
0002,46,11,0
0002,47,47,0
0002,48,48,0
0003,'3_0_0','3_0',0
0003,'5_0_0','5_0',0
0003,2,7,0
0003,'4_0_0','4_0',0
0003,'2_0_0','2_0',0
0003,'1_0_0','1_0',0
0003,6,2,0
0003,7,4,0
0003,8,8,0
0003,'23_0_0','23_0',0
0003,'8_0_0','8_0',0
0003,'15_0_0','15_0',0
0003,'6_0_0','6_0',0
0003,'25_0_0','25_0',0
0003,14,41,0
0003,15,43,0
0003,16,44,0
0003,17,45,0
0003,'14_0_0','14_0',0
0003,'24_0_0','24_0',0
0003,'21_0_0','21_0',0
0003,21,33,0
0003,22,34,0
0003,'10_0_0','10_0',0
0003,'19_0_0','19_0',0
0003,25,29,0
0003,26,35,0
0003,'17_0_0','17_0',0
0003,'7_0_0','7_0',0
0003,29,24,0
0003,'11_0_0','11_0',0
0003,31,25,0
0003,'13_0_0','13_0',0
0003,'20_0_0','20_0',0
0003,'12_0_0','12_0',0
0003,35,14,0
0003,'16_0_0','16_0',0
0003,'18_0_0','18_0',0
0003,38,17,0
0003,39,18,0
0003,40,20,0
0003,41,26,0
0003,42,36,0
0003,43,46,0
0003,'9_0_0','9_0',0
0003,'22_0_0','22_0',0
0003,46,11,0
0003,47,47,0
0003,48,48,0
0004,'22_0_0','22_0',0
0004,'9_0_0','9_0',0
0004,2,11,0
0004,'13_0_0','13_0',0
0004,'18_0_0','18_0',0
0004,'16_0_0','16_0',0
0004,6,17,0
0004,'20_0_0','20_0',0
0004,'12_0_0','12_0',0
0004,9,14,0
0004,10,18,0
0004,11,20,0
0004,'17_0_0','17_0',0
0004,'7_0_0','7_0',0
0004,14,24,0
0004,'11_0_0','11_0',0
0004,16,25,0
0004,17,26,0
0004,'19_0_0','19_0',0
0004,'10_0_0','10_0',0
0004,20,29,0
0004,'14_0_0','14_0',0
0004,'24_0_0','24_0',0
0004,'21_0_0','21_0',0
0004,24,33,0
0004,25,34,0
0004,26,35,0
0004,27,36,0
0004,'25_0_0','25_0',0
0004,'6_0_0','6_0',0
0004,30,41,0
0004,'15_0_0','15_0',0
0004,32,43,0
0004,'8_0_0','8_0',0
0004,34,44,0
0004,'23_0_0','23_0',0
0004,36,45,0
0004,37,46,0
0004,38,47,0
0004,'4_0_0','4_0',0
0004,'1_0_0','1_0',0
0004,'2_0_0','2_0',0
0004,42,2,0
0004,43,4,0
0004,'3_0_0','3_0',0
0004,'5_0_0','5_0',0
0004,46,7,0
0004,47,8,0
0004,48,48,0
0005,'23_0_0','23_0',0
0005,'8_0_0','8_0',0
0005,'15_0_0','15_0',0
0005,'25_0_0','25_0',0
0005,'6_0_0','6_0',0
0005,5,41,0
0005,6,43,0
0005,7,44,0
0005,8,45,0
0005,'14_0_0','14_0',0
0005,'24_0_0','24_0',0
0005,'21_0_0','21_0',0
0005,12,33,0
0005,13,34,0
0005,'19_0_0','19_0',0
0005,'10_0_0','10_0',0
0005,16,29,0
0005,17,35,0
0005,'12_0_0','12_0',0
0005,'20_0_0','20_0',0
0005,20,14,0
0005,'16_0_0','16_0',0
0005,'18_0_0','18_0',0
0005,23,17,0
0005,24,18,0
0005,'13_0_0','13_0',0
0005,26,20,0
0005,'17_0_0','17_0',0
0005,'7_0_0','7_0',0
0005,29,24,0
0005,'11_0_0','11_0',0
0005,31,25,0
0005,32,26,0
0005,33,36,0
0005,34,46,0
0005,'9_0_0','9_0',0
0005,'22_0_0','22_0',0
0005,37,11,0
0005,38,47,0
0005,'5_0_0','5_0',0
0005,'3_0_0','3_0',0
0005,41,7,0
0005,'1_0_0','1_0',0
0005,'2_0_0','2_0',0
0005,44,2,0
0005,'4_0_0','4_0',0
0005,46,4,0
0005,47,8,0
0005,48,48,0
0006,'22_0_0','22_0',0
0006,'9_0_0','9_0',0
0006,2,11,0
0006,'8_0_0','8_0',0
0006,'6_0_0','6_0',0
0006,'25_0_0','25_0',0
0006,6,41,0
0006,'15_0_0','15_0',0
0006,8,43,0
0006,9,44,0
0006,'23_0_0','23_0',0
0006,11,45,0
0006,'10_0_0','10_0',0
0006,'19_0_0','19_0',0
0006,14,29,0
0006,'21_0_0','21_0',0
0006,'24_0_0','24_0',0
0006,17,33,0
0006,'14_0_0','14_0',0
0006,19,34,0
0006,20,35,0
0006,'7_0_0','7_0',0
0006,'17_0_0','17_0',0
0006,23,24,0
0006,'11_0_0','11_0',0
0006,25,25,0
0006,'12_0_0','12_0',0
0006,'20_0_0','20_0',0
0006,28,14,0
0006,'18_0_0','18_0',0
0006,'16_0_0','16_0',0
0006,31,17,0
0006,32,18,0
0006,'13_0_0','13_0',0
0006,34,20,0
0006,35,26,0
0006,36,36,0
0006,37,46,0
0006,38,47,0
0006,'4_0_0','4_0',0
0006,'1_0_0','1_0',0
0006,'2_0_0','2_0',0
0006,42,2,0
0006,43,4,0
0006,'5_0_0','5_0',0
0006,'3_0_0','3_0',0
0006,46,7,0
0006,47,8,0
0006,48,48,0
0007,'3_0_0','3_0',0
0007,'5_0_0','5_0',0
0007,2,7,0
0007,'4_0_0','4_0',0
0007,'1_0_0','1_0',0
0007,'2_0_0','2_0',0
0007,6,2,0
0007,7,4,0
0007,8,8,0
0007,'9_0_0','9_0',0
0007,'22_0_0','22_0',0
0007,11,11,0
0007,'13_0_0','13_0',0
0007,'12_0_0','12_0',0
0007,'20_0_0','20_0',0
0007,15,14,0
0007,'18_0_0','18_0',0
0007,'16_0_0','16_0',0
0007,18,17,0
0007,19,18,0
0007,20,20,0
0007,'7_0_0','7_0',0
0007,'17_0_0','17_0',0
0007,23,24,0
0007,'11_0_0','11_0',0
0007,25,25,0
0007,26,26,0
0007,'10_0_0','10_0',0
0007,'19_0_0','19_0',0
0007,29,29,0
0007,'21_0_0','21_0',0
0007,'24_0_0','24_0',0
0007,32,33,0
0007,'14_0_0','14_0',0
0007,34,34,0
0007,35,35,0
0007,36,36,0
0007,'8_0_0','8_0',0
0007,'25_0_0','25_0',0
0007,'6_0_0','6_0',0
0007,40,41,0
0007,'15_0_0','15_0',0
0007,42,43,0
0007,43,44,0
0007,'23_0_0','23_0',0
0007,45,45,0
0007,46,46,0
0007,47,47,0
0007,48,48,0
0008,'3_0_0','3_0',0
0008,'5_0_0','5_0',0
0008,2,7,0
0008,'4_0_0','4_0',0
0008,'2_0_0','2_0',0
0008,'1_0_0','1_0',0
0008,6,2,0
0008,7,4,0
0008,8,8,0
0008,'9_0_0','9_0',0
0008,'22_0_0','22_0',0
0008,11,11,0
0008,'23_0_0','23_0',0
0008,'25_0_0','25_0',0
0008,'6_0_0','6_0',0
0008,15,41,0
0008,'15_0_0','15_0',0
0008,17,43,0
0008,'8_0_0','8_0',0
0008,19,44,0
0008,20,45,0
0008,'21_0_0','21_0',0
0008,'24_0_0','24_0',0
0008,23,33,0
0008,'14_0_0','14_0',0
0008,25,34,0
0008,'19_0_0','19_0',0
0008,'10_0_0','10_0',0
0008,28,29,0
0008,29,35,0
0008,'17_0_0','17_0',0
0008,'7_0_0','7_0',0
0008,32,24,0
0008,'11_0_0','11_0',0
0008,34,25,0
0008,'18_0_0','18_0',0
0008,'16_0_0','16_0',0
0008,37,17,0
0008,'20_0_0','20_0',0
0008,'12_0_0','12_0',0
0008,40,14,0
0008,41,18,0
0008,'13_0_0','13_0',0
0008,43,20,0
0008,44,26,0
0008,45,36,0
0008,46,46,0
0008,47,47,0
0008,48,48,0
0009,'2_0_0','2_0',0
0009,'1_0_0','1_0',0
0009,2,2,0
0009,'4_0_0','4_0',0
0009,4,4,0
0009,'5_0_0','5_0',0
0009,'3_0_0','3_0',0
0009,7,7,0
0009,8,8,0
0009,'22_0_0','22_0',0
0009,'9_0_0','9_0',0
0009,11,11,0
0009,'7_0_0','7_0',0
0009,'17_0_0','17_0',0
0009,14,24,0
0009,'11_0_0','11_0',0
0009,16,25,0
0009,'13_0_0','13_0',0
0009,'16_0_0','16_0',0
0009,'18_0_0','18_0',0
0009,20,17,0
0009,'12_0_0','12_0',0
0009,'20_0_0','20_0',0
0009,23,14,0
0009,24,18,0
0009,25,20,0
0009,26,26,0
0009,'14_0_0','14_0',0
0009,'24_0_0','24_0',0
0009,'21_0_0','21_0',0
0009,30,33,0
0009,31,34,0
0009,'10_0_0','10_0',0
0009,'19_0_0','19_0',0
0009,34,29,0
0009,35,35,0
0009,36,36,0
0009,'23_0_0','23_0',0
0009,'6_0_0','6_0',0
0009,'25_0_0','25_0',0
0009,40,41,0
0009,'15_0_0','15_0',0
0009,42,43,0
0009,'8_0_0','8_0',0
0009,44,44,0
0009,45,45,0
0009,46,46,0
0009,47,47,0
0009,48,48,0
0010,'3_0_0','3_0',0
0010,'5_0_0','5_0',0
0010,2,7,0
0010,'1_0_0','1_0',0
0010,'2_0_0','2_0',0
0010,5,2,0
0010,'4_0_0','4_0',0
0010,7,4,0
0010,8,8,0
0010,'22_0_0','22_0',0
0010,'9_0_0','9_0',0
0010,11,11,0
0010,'12_0_0','12_0',0
0010,'20_0_0','20_0',0
0010,14,14,0
0010,'18_0_0','18_0',0
0010,'16_0_0','16_0',0
0010,17,17,0
0010,18,18,0
0010,'13_0_0','13_0',0
0010,20,20,0
0010,'11_0_0','11_0',0
0010,'17_0_0','17_0',0
0010,'7_0_0','7_0',0
0010,24,24,0
0010,25,25,0
0010,26,26,0
0010,'10_0_0','10_0',0
0010,'19_0_0','19_0',0
0010,29,29,0
0010,'14_0_0','14_0',0
0010,'21_0_0','21_0',0
0010,'24_0_0','24_0',0
0010,33,33,0
0010,34,34,0
0010,35,35,0
0010,36,36,0
0010,'23_0_0','23_0',0
0010,'8_0_0','8_0',0
0010,'6_0_0','6_0',0
0010,'25_0_0','25_0',0
0010,41,41,0
0010,'15_0_0','15_0',0
0010,43,43,0
0010,44,44,0
0010,45,45,0
0010,46,46,0
0010,47,47,0
0010,48,48,0
0011,'3_0_0','3_0',0
0011,'5_0_0','5_0',0
0011,2,7,0
0011,'1_0_0','1_0',0
0011,'2_0_0','2_0',0
0011,5,2,0
0011,'4_0_0','4_0',0
0011,7,4,0
0011,8,8,0
0011,'9_0_0','9_0',0
0011,'22_0_0','22_0',0
0011,11,11,0
0011,'19_0_0','19_0',0
0011,'10_0_0','10_0',0
0011,14,29,0
0011,'21_0_0','21_0',0
0011,'24_0_0','24_0',0
0011,17,33,0
0011,'14_0_0','14_0',0
0011,19,34,0
0011,20,35,0
0011,'13_0_0','13_0',0
0011,'12_0_0','12_0',0
0011,'20_0_0','20_0',0
0011,24,14,0
0011,'18_0_0','18_0',0
0011,'16_0_0','16_0',0
0011,27,17,0
0011,28,18,0
0011,29,20,0
0011,'7_0_0','7_0',0
0011,'17_0_0','17_0',0
0011,32,24,0
0011,'11_0_0','11_0',0
0011,34,25,0
0011,35,26,0
0011,36,36,0
0011,'6_0_0','6_0',0
0011,'25_0_0','25_0',0
0011,39,41,0
0011,'15_0_0','15_0',0
0011,41,43,0
0011,'8_0_0','8_0',0
0011,43,44,0
0011,'23_0_0','23_0',0
0011,45,45,0
0011,46,46,0
0011,47,47,0
0011,48,48,0
0012,'1_0_0','1_0',0
0012,'2_0_0','2_0',0
0012,2,2,0
0012,'4_0_0','4_0',0
0012,4,4,0
0012,'5_0_0','5_0',0
0012,'3_0_0','3_0',0
0012,7,7,0
0012,8,8,0
0012,'23_0_0','23_0',0
0012,'8_0_0','8_0',0
0012,'15_0_0','15_0',0
0012,'25_0_0','25_0',0
0012,'6_0_0','6_0',0
0012,14,41,0
0012,15,43,0
0012,16,44,0
0012,17,45,0
0012,'11_0_0','11_0',0
0012,'17_0_0','17_0',0
0012,'7_0_0','7_0',0
0012,21,24,0
0012,22,25,0
0012,'16_0_0','16_0',0
0012,'18_0_0','18_0',0
0012,25,17,0
0012,'12_0_0','12_0',0
0012,'20_0_0','20_0',0
0012,28,14,0
0012,29,18,0
0012,'13_0_0','13_0',0
0012,31,20,0
0012,32,26,0
0012,'10_0_0','10_0',0
0012,'19_0_0','19_0',0
0012,35,29,0
0012,'14_0_0','14_0',0
0012,'24_0_0','24_0',0
0012,'21_0_0','21_0',0
0012,39,33,0
0012,40,34,0
0012,41,35,0
0012,42,36,0
0012,43,46,0
0012,'22_0_0','22_0',0
0012,'9_0_0','9_0',0
0012,46,11,0
0012,47,47,0
0012,48,48,0
0013,'24_0_0','24_0',0
0013,'21_0_0','21_0',0
0013,2,33,0
0013,'14_0_0','14_0',0
0013,4,34,0
0013,'19_0_0','19_0',0
0013,'10_0_0','10_0',0
0013,7,29,0
0013,8,35,0
0013,'13_0_0','13_0',0
0013,'20_0_0','20_0',0
0013,'12_0_0','12_0',0
0013,12,14,0
0013,'16_0_0','16_0',0
0013,'18_0_0','18_0',0
0013,15,17,0
0013,16,18,0
0013,17,20,0
0013,'11_0_0','11_0',0
0013,'7_0_0','7_0',0
0013,'17_0_0','17_0',0
0013,21,24,0
0013,22,25,0
0013,23,26,0
0013,24,36,0
0013,'23_0_0','23_0',0
0013,'25_0_0','25_0',0
0013,'6_0_0','6_0',0
0013,28,41,0
0013,'15_0_0','15_0',0
0013,30,43,0
0013,'8_0_0','8_0',0
0013,32,44,0
0013,33,45,0
0013,34,46,0
0013,'9_0_0','9_0',0
0013,'22_0_0','22_0',0
0013,37,11,0
0013,38,47,0
0013,'3_0_0','3_0',0
0013,'5_0_0','5_0',0
0013,41,7,0
0013,'2_0_0','2_0',0
0013,'1_0_0','1_0',0
0013,44,2,0
0013,'4_0_0','4_0',0
0013,46,4,0
0013,47,8,0
0013,48,48,0
0014,'15_0_0','15_0',0
0014,'25_0_0','25_0',0
0014,'6_0_0','6_0',0
0014,3,41,0
0014,4,43,0
0014,'8_0_0','8_0',0
0014,6,44,0
0014,'23_0_0','23_0',0
0014,8,45,0
0014,'7_0_0','7_0',0
0014,'17_0_0','17_0',0
0014,11,24,0
0014,'11_0_0','11_0',0
0014,13,25,0
0014,'13_0_0','13_0',0
0014,'20_0_0','20_0',0
0014,'12_0_0','12_0',0
0014,17,14,0
0014,'18_0_0','18_0',0
0014,'16_0_0','16_0',0
0014,20,17,0
0014,21,18,0
0014,22,20,0
0014,23,26,0
0014,'10_0_0','10_0',0
0014,'19_0_0','19_0',0
0014,26,29,0
0014,'14_0_0','14_0',0
0014,'24_0_0','24_0',0
0014,'21_0_0','21_0',0
0014,30,33,0
0014,31,34,0
0014,32,35,0
0014,33,36,0
0014,34,46,0
0014,'9_0_0','9_0',0
0014,'22_0_0','22_0',0
0014,37,11,0
0014,38,47,0
0014,'4_0_0','4_0',0
0014,'1_0_0','1_0',0
0014,'2_0_0','2_0',0
0014,42,2,0
0014,43,4,0
0014,'3_0_0','3_0',0
0014,'5_0_0','5_0',0
0014,46,7,0
0014,47,8,0
0014,48,48,0
0015,'6_0_0','6_0',0
0015,'25_0_0','25_0',0
0015,2,41,0
0015,'15_0_0','15_0',0
0015,4,43,0
0015,'8_0_0','8_0',0
0015,6,44,0
0015,'23_0_0','23_0',0
0015,8,45,0
0015,'21_0_0','21_0',0
0015,'24_0_0','24_0',0
0015,11,33,0
0015,'14_0_0','14_0',0
0015,13,34,0
0015,'10_0_0','10_0',0
0015,'19_0_0','19_0',0
0015,16,29,0
0015,17,35,0
0015,'13_0_0','13_0',0
0015,'12_0_0','12_0',0
0015,'20_0_0','20_0',0
0015,21,14,0
0015,'18_0_0','18_0',0
0015,'16_0_0','16_0',0
0015,24,17,0
0015,25,18,0
0015,26,20,0
0015,'17_0_0','17_0',0
0015,'7_0_0','7_0',0
0015,29,24,0
0015,'11_0_0','11_0',0
0015,31,25,0
0015,32,26,0
0015,33,36,0
0015,34,46,0
0015,'9_0_0','9_0',0
0015,'22_0_0','22_0',0
0015,37,11,0
0015,38,47,0
0015,'5_0_0','5_0',0
0015,'3_0_0','3_0',0
0015,41,7,0
0015,'2_0_0','2_0',0
0015,'1_0_0','1_0',0
0015,44,2,0
0015,'4_0_0','4_0',0
0015,46,4,0
0015,47,8,0
0015,48,48,0
0016,'1_0_0','1_0',0
0016,'2_0_0','2_0',0
0016,2,2,0
0016,'4_0_0','4_0',0
0016,4,4,0
0016,'5_0_0','5_0',0
0016,'3_0_0','3_0',0
0016,7,7,0
0016,8,8,0
0016,'15_0_0','15_0',0
0016,'6_0_0','6_0',0
0016,'25_0_0','25_0',0
0016,12,41,0
0016,13,43,0
0016,'8_0_0','8_0',0
0016,15,44,0
0016,'23_0_0','23_0',0
0016,17,45,0
0016,'11_0_0','11_0',0
0016,'17_0_0','17_0',0
0016,'7_0_0','7_0',0
0016,21,24,0
0016,22,25,0
0016,'13_0_0','13_0',0
0016,'20_0_0','20_0',0
0016,'12_0_0','12_0',0
0016,26,14,0
0016,'16_0_0','16_0',0
0016,'18_0_0','18_0',0
0016,29,17,0
0016,30,18,0
0016,31,20,0
0016,32,26,0
0016,'10_0_0','10_0',0
0016,'19_0_0','19_0',0
0016,35,29,0
0016,'14_0_0','14_0',0
0016,'24_0_0','24_0',0
0016,'21_0_0','21_0',0
0016,39,33,0
0016,40,34,0
0016,41,35,0
0016,42,36,0
0016,43,46,0
0016,'9_0_0','9_0',0
0016,'22_0_0','22_0',0
0016,46,11,0
0016,47,47,0
0016,48,48,0
0017,'5_0_0','5_0',0
0017,'3_0_0','3_0',0
0017,2,7,0
0017,'4_0_0','4_0',0
0017,'2_0_0','2_0',0
0017,'1_0_0','1_0',0
0017,6,2,0
0017,7,4,0
0017,8,8,0
0017,'22_0_0','22_0',0
0017,'9_0_0','9_0',0
0017,11,11,0
0017,'15_0_0','15_0',0
0017,'6_0_0','6_0',0
0017,'25_0_0','25_0',0
0017,15,41,0
0017,16,43,0
0017,'8_0_0','8_0',0
0017,18,44,0
0017,'23_0_0','23_0',0
0017,20,45,0
0017,'19_0_0','19_0',0
0017,'10_0_0','10_0',0
0017,23,29,0
0017,'24_0_0','24_0',0
0017,'21_0_0','21_0',0
0017,26,33,0
0017,'14_0_0','14_0',0
0017,28,34,0
0017,29,35,0
0017,'16_0_0','16_0',0
0017,'18_0_0','18_0',0
0017,32,17,0
0017,'20_0_0','20_0',0
0017,'12_0_0','12_0',0
0017,35,14,0
0017,36,18,0
0017,'13_0_0','13_0',0
0017,38,20,0
0017,'7_0_0','7_0',0
0017,'17_0_0','17_0',0
0017,41,24,0
0017,'11_0_0','11_0',0
0017,43,25,0
0017,44,26,0
0017,45,36,0
0017,46,46,0
0017,47,47,0
0017,48,48,0
0018,'22_0_0','22_0',0
0018,'9_0_0','9_0',0
0018,2,11,0
0018,'13_0_0','13_0',0
0018,'18_0_0','18_0',0
0018,'16_0_0','16_0',0
0018,6,17,0
0018,'20_0_0','20_0',0
0018,'12_0_0','12_0',0
0018,9,14,0
0018,10,18,0
0018,11,20,0
0018,'11_0_0','11_0',0
0018,'7_0_0','7_0',0
0018,'17_0_0','17_0',0
0018,15,24,0
0018,16,25,0
0018,17,26,0
0018,'19_0_0','19_0',0
0018,'10_0_0','10_0',0
0018,20,29,0
0018,'21_0_0','21_0',0
0018,'24_0_0','24_0',0
0018,23,33,0
0018,'14_0_0','14_0',0
0018,25,34,0
0018,26,35,0
0018,27,36,0
0018,'23_0_0','23_0',0
0018,'15_0_0','15_0',0
0018,'6_0_0','6_0',0
0018,'25_0_0','25_0',0
0018,32,41,0
0018,33,43,0
0018,'8_0_0','8_0',0
0018,35,44,0
0018,36,45,0
0018,37,46,0
0018,38,47,0
0018,'5_0_0','5_0',0
0018,'3_0_0','3_0',0
0018,41,7,0
0018,'4_0_0','4_0',0
0018,'1_0_0','1_0',0
0018,'2_0_0','2_0',0
0018,45,2,0
0018,46,4,0
0018,47,8,0
0018,48,48,0
0019,'5_0_0','5_0',0
0019,'3_0_0','3_0',0
0019,2,7,0
0019,'4_0_0','4_0',0
0019,'1_0_0','1_0',0
0019,'2_0_0','2_0',0
0019,6,2,0
0019,7,4,0
0019,8,8,0
0019,'13_0_0','13_0',0
0019,'12_0_0','12_0',0
0019,'20_0_0','20_0',0
0019,12,14,0
0019,'18_0_0','18_0',0
0019,'16_0_0','16_0',0
0019,15,17,0
0019,16,18,0
0019,17,20,0
0019,'7_0_0','7_0',0
0019,'17_0_0','17_0',0
0019,20,24,0
0019,'11_0_0','11_0',0
0019,22,25,0
0019,23,26,0
0019,'10_0_0','10_0',0
0019,'19_0_0','19_0',0
0019,26,29,0
0019,'14_0_0','14_0',0
0019,'24_0_0','24_0',0
0019,'21_0_0','21_0',0
0019,30,33,0
0019,31,34,0
0019,32,35,0
0019,33,36,0
0019,'8_0_0','8_0',0
0019,'15_0_0','15_0',0
0019,'6_0_0','6_0',0
0019,'25_0_0','25_0',0
0019,38,41,0
0019,39,43,0
0019,40,44,0
0019,'23_0_0','23_0',0
0019,42,45,0
0019,43,46,0
0019,'9_0_0','9_0',0
0019,'22_0_0','22_0',0
0019,46,11,0
0019,47,47,0
0019,48,48,0
0020,'25_0_0','25_0',0
0020,'6_0_0','6_0',0
0020,2,41,0
0020,'15_0_0','15_0',0
0020,4,43,0
0020,'8_0_0','8_0',0
0020,6,44,0
0020,'23_0_0','23_0',0
0020,8,45,0
0020,'10_0_0','10_0',0
0020,'19_0_0','19_0',0
0020,11,29,0
0020,'24_0_0','24_0',0
0020,'21_0_0','21_0',0
0020,14,33,0
0020,'14_0_0','14_0',0
0020,16,34,0
0020,17,35,0
0020,'16_0_0','16_0',0
0020,'18_0_0','18_0',0
0020,20,17,0
0020,'12_0_0','12_0',0
0020,'20_0_0','20_0',0
0020,23,14,0
0020,24,18,0
0020,'13_0_0','13_0',0
0020,26,20,0
0020,'17_0_0','17_0',0
0020,'7_0_0','7_0',0
0020,29,24,0
0020,'11_0_0','11_0',0
0020,31,25,0
0020,32,26,0
0020,33,36,0
0020,34,46,0
0020,'9_0_0','9_0',0
0020,'22_0_0','22_0',0
0020,37,11,0
0020,38,47,0
0020,'5_0_0','5_0',0
0020,'3_0_0','3_0',0
0020,41,7,0
0020,'4_0_0','4_0',0
0020,'2_0_0','2_0',0
0020,'1_0_0','1_0',0
0020,45,2,0
0020,46,4,0
0020,47,8,0
0020,48,48,0
0021,'1_0_0','1_0',0
0021,'2_0_0','2_0',0
0021,2,2,0
0021,'4_0_0','4_0',0
0021,4,4,0
0021,'3_0_0','3_0',0
0021,'5_0_0','5_0',0
0021,7,7,0
0021,8,8,0
0021,'18_0_0','18_0',0
0021,'16_0_0','16_0',0
0021,11,17,0
0021,'20_0_0','20_0',0
0021,'12_0_0','12_0',0
0021,14,14,0
0021,15,18,0
0021,'13_0_0','13_0',0
0021,17,20,0
0021,'7_0_0','7_0',0
0021,'17_0_0','17_0',0
0021,20,24,0
0021,'11_0_0','11_0',0
0021,22,25,0
0021,23,26,0
0021,'19_0_0','19_0',0
0021,'10_0_0','10_0',0
0021,26,29,0
0021,'24_0_0','24_0',0
0021,'21_0_0','21_0',0
0021,29,33,0
0021,'14_0_0','14_0',0
0021,31,34,0
0021,32,35,0
0021,33,36,0
0021,'23_0_0','23_0',0
